CaseID,ActivityID,CompleteTimestamp,PreActivityID
123,6,2011-05-12 21:45:54,8
124,6,2012-06-08 14:47:30,8
125,6,2010-09-13 16:49:39,8
126,6,2012-08-27 22:18:05,1
127,6,2010-03-12 18:37:27,8
128,6,2011-11-28 18:46:59,1
128,6,2011-11-28 18:46:59,6
130,6,2010-04-08 17:01:19,8
132,6,2012-06-25 20:03:33,9
133,6,2011-01-28 23:29:17,8
134,6,2011-04-19 22:45:42,8
135,6,2011-02-14 21:02:59,8
135,6,2011-03-03 23:05:29,8
136,6,2012-06-08 15:13:29,8
137,6,2011-08-19 20:25:37,9
138,6,2012-03-02 18:34:03,8
139,6,2010-04-19 17:26:05,8
141,6,2011-01-26 18:26:04,8
142,6,2012-03-09 23:48:25,8
146,6,2010-10-05 23:09:39,8
148,6,2012-01-10 01:14:53,8
148,6,2012-01-10 01:14:53,6
149,6,2011-02-10 00:24:44,8
150,6,2011-05-26 15:56:00,8
151,6,2010-02-10 19:33:49,8
152,6,2012-05-25 16:12:16,8
153,6,2012-07-02 19:01:29,8
155,6,2011-01-18 20:15:29,8
157,6,2011-06-06 18:19:01,8
158,6,2010-09-21 15:53:48,8
159,6,2011-09-27 21:20:30,8
160,6,2011-02-25 22:28:30,8
161,6,2010-08-13 15:24:41,8
162,6,2011-10-07 21:30:00,1
163,6,2010-10-27 19:46:36,8
164,6,2010-09-28 22:03:08,8
165,6,2012-01-14 01:36:49,1
166,6,2010-02-24 01:56:36,8
167,6,2011-11-28 18:25:00,9
167,6,2011-11-28 18:25:02,6
168,6,2012-01-09 20:21:29,8
170,6,2012-05-18 15:18:57,9
171,6,2011-08-31 15:34:45,8
172,6,2010-09-27 18:08:54,8
173,6,2010-11-16 22:01:14,8
174,6,2011-11-09 23:20:52,9
175,6,2010-10-05 16:00:18,8
176,6,2012-07-18 21:11:34,8
177,6,2012-01-18 18:42:03,8
178,6,2012-02-29 18:36:49,8
179,6,2012-04-12 20:57:39,8
180,6,2011-10-06 22:31:30,8
181,6,2011-09-30 21:14:19,1
182,6,2010-05-24 18:59:57,8
183,6,2010-05-24 15:18:09,8
185,6,2010-11-18 18:52:18,8
186,6,2012-07-18 15:05:36,9
187,6,2010-10-27 21:29:30,8
188,6,2012-01-10 18:03:01,8
189,6,2010-02-03 23:27:16,8
190,6,2011-03-03 23:26:19,8
194,6,2012-03-05 20:31:08,8
195,6,2010-09-29 20:29:47,8
196,6,2011-11-17 22:32:09,8
197,6,2012-06-04 17:46:33,8
197,6,2012-06-04 17:46:33,6
198,6,2011-05-09 23:43:48,8
199,6,2011-12-14 19:27:28,8
200,6,2012-04-16 21:40:01,8
201,6,2011-08-22 17:31:48,8
203,6,2010-06-16 16:04:16,8
204,6,2011-11-02 22:41:11,8
205,6,2010-12-21 23:31:29,8
206,6,2011-03-11 20:48:28,8
207,6,2011-07-11 15:42:06,8
208,6,2010-10-12 23:05:33,8
209,6,2012-01-11 19:41:58,8
211,6,2012-08-03 20:56:13,1
212,6,2012-05-14 21:28:38,8
213,6,2011-07-27 16:19:08,1
214,6,2011-01-27 17:24:33,8
215,6,2010-04-27 22:30:18,8
216,6,2010-03-24 20:14:41,8
217,6,2011-03-09 00:20:32,8
218,6,2011-03-26 01:31:47,8
218,6,2011-04-08 21:01:12,8
219,6,2011-11-15 17:47:32,8
219,6,2011-11-15 17:47:33,6
220,6,2011-08-04 21:25:57,9
221,6,2011-11-28 20:46:18,8
222,6,2012-02-01 20:35:16,1
223,6,2012-03-17 00:29:01,8
223,6,2012-03-17 00:29:02,6
224,6,2012-05-29 16:06:03,9
225,6,2011-07-22 21:05:46,1
226,6,2011-04-13 18:20:49,8
227,6,2011-05-20 20:41:53,8
228,6,2010-09-23 16:38:14,8
229,6,2011-11-23 20:21:30,1
231,6,2010-10-21 16:26:29,8
234,6,2010-07-07 18:10:30,8
236,6,2011-02-07 19:48:08,8
238,6,2010-07-27 15:37:32,8
239,6,2011-08-03 16:14:00,8
240,6,2011-08-10 20:43:40,8
241,6,2012-05-21 16:27:17,8
242,6,2012-08-22 22:28:26,8
243,6,2012-06-20 22:44:33,8
244,6,2010-11-25 02:22:00,8
245,6,2010-05-03 20:56:35,8
246,6,2010-11-02 23:57:22,8
247,6,2012-08-10 15:18:58,8
248,6,2011-11-09 17:39:45,1
248,6,2011-11-09 17:39:46,6
249,6,2011-04-27 17:53:20,8
250,6,2011-02-28 19:43:36,8
251,6,2012-07-06 16:50:50,8
252,6,2011-01-21 00:21:38,8
252,6,2011-02-28 18:40:26,8
254,6,2010-11-30 23:10:42,8
255,6,2012-03-06 23:07:30,8
256,6,2011-01-27 20:00:26,8
257,6,2011-02-09 22:50:56,8
258,6,2010-12-07 01:45:48,8
259,6,2010-05-06 15:36:35,8
260,6,2010-11-15 22:47:26,8
261,6,2012-07-30 21:14:37,8
263,6,2011-12-30 17:01:38,8
264,6,2011-03-11 17:22:38,8
266,6,2012-06-20 15:11:19,1
266,6,2012-06-20 15:11:20,6
267,6,2011-05-05 21:14:58,8
268,6,2010-07-23 17:53:25,8
269,6,2012-01-03 18:15:12,8
270,6,2011-04-06 18:48:27,8
271,6,2010-03-09 02:00:50,8
272,6,2012-02-29 02:21:41,9
273,6,2010-03-26 02:10:30,8
274,6,2012-04-26 20:19:28,8
275,6,2010-06-28 22:07:25,8
276,6,2010-03-31 00:13:29,8
277,6,2012-03-14 23:35:22,8
278,6,2010-06-22 20:27:44,8
279,6,2011-10-07 17:50:33,1
280,6,2010-11-30 01:25:22,8
280,6,2010-12-01 23:33:08,8
281,6,2011-07-04 20:57:06,8
283,6,2012-07-02 17:44:23,8
284,6,2011-11-08 17:34:52,8
285,6,2012-05-03 22:34:29,8
287,6,2011-02-08 19:49:59,8
288,6,2011-11-17 23:00:05,8
289,6,2010-09-07 23:39:38,8
290,6,2012-03-01 00:31:24,9
290,6,2012-03-01 00:31:28,6
291,6,2010-10-20 23:23:37,8
292,6,2012-08-02 16:49:07,8
293,6,2012-08-14 16:26:51,8
294,6,2010-05-14 21:24:16,8
295,6,2012-02-15 22:06:58,8
295,6,2012-02-15 22:06:59,6
297,6,2010-07-15 21:10:18,8
298,6,2010-12-01 18:11:26,8
300,6,2012-03-26 18:31:22,8
301,6,2010-05-06 21:27:07,8
301,6,2010-05-07 20:17:43,8
302,6,2010-11-22 17:52:33,8
303,6,2012-02-06 17:57:12,8
304,6,2011-10-06 21:48:54,8
305,6,2012-05-15 20:35:47,9
306,6,2010-09-20 23:24:30,8
307,6,2012-06-25 18:27:09,8
309,6,2012-07-23 22:21:41,8
310,6,2011-07-14 23:42:45,9
311,6,2012-03-20 19:07:16,8
312,6,2012-07-19 15:10:42,8
314,6,2011-04-18 17:57:59,8
315,6,2010-12-07 00:22:11,8
316,6,2010-09-06 23:28:17,8
318,6,2012-05-31 15:51:47,8
319,6,2011-01-21 23:36:56,8
320,6,2011-01-20 19:48:38,8
321,6,2010-07-02 20:39:50,8
322,6,2010-12-14 00:44:04,8
324,6,2012-09-24 18:34:43,8
325,6,2011-02-21 23:06:23,8
327,6,2010-04-29 22:33:23,8
328,6,2012-01-10 20:07:13,8
329,6,2011-11-02 17:43:41,8
329,6,2011-11-17 17:53:58,8
330,6,2010-10-08 21:55:02,8
330,6,2010-10-08 22:07:16,6
334,6,2011-05-03 18:37:23,8
335,6,2010-08-23 17:14:07,8
336,6,2012-04-23 17:14:28,8
338,6,2012-07-20 18:26:36,8
339,6,2012-05-16 23:57:16,9
340,6,2012-03-16 01:03:14,9
341,6,2011-12-23 00:56:27,1
342,6,2010-06-02 00:14:57,8
344,6,2012-01-20 23:47:10,8
347,6,2011-08-19 17:29:29,1
347,6,2011-08-19 17:29:29,6
350,6,2012-02-07 20:21:54,9
351,6,2010-04-01 22:17:42,8
352,6,2012-05-08 18:48:50,1
352,6,2012-05-08 18:48:51,6
353,6,2010-11-30 01:49:26,8
354,6,2011-08-04 21:52:59,9
354,6,2011-08-04 21:53:04,6
355,6,2011-02-09 02:00:42,8
356,6,2012-06-20 16:11:35,8
357,6,2012-07-12 15:07:56,8
358,6,2010-09-21 20:27:19,8
359,6,2011-01-21 17:44:48,8
360,6,2010-03-16 18:05:38,8
362,6,2012-03-30 22:00:29,9
363,6,2010-04-14 17:22:26,8
365,6,2010-12-29 23:47:01,8
366,6,2012-07-12 17:22:46,8
368,6,2011-08-03 22:03:51,8
369,6,2011-07-14 17:23:03,8
371,6,2012-01-26 20:56:27,8
372,6,2012-05-25 17:15:20,8
373,6,2011-12-29 01:27:41,8
375,6,2012-05-10 20:30:11,8
376,6,2010-05-17 16:11:14,8
377,6,2012-01-14 00:22:13,8
379,6,2010-07-26 20:44:37,8
381,6,2012-04-16 23:29:50,8
385,6,2010-12-16 00:48:46,8
386,6,2011-05-17 16:52:47,8
387,6,2011-12-22 19:50:39,8
387,6,2011-12-22 19:50:40,6
388,6,2010-07-27 15:03:55,8
389,6,2011-06-29 17:24:26,8
390,6,2010-01-18 18:32:21,8
391,6,2011-09-20 16:21:04,8
392,6,2012-03-12 23:53:29,1
392,6,2012-03-12 23:57:06,6
393,6,2010-10-29 22:10:16,8
394,6,2012-01-13 19:36:45,8
395,6,2011-12-15 19:49:44,8
396,6,2010-09-27 23:37:58,8
397,6,2012-08-03 15:12:16,8
398,6,2012-02-29 02:22:35,9
400,6,2011-10-04 21:56:00,8
401,6,2010-04-29 21:02:06,8
403,6,2012-01-18 17:17:49,8
404,6,2010-02-11 23:30:56,8
405,6,2012-01-23 19:24:09,8
405,6,2012-01-26 01:05:48,8
406,6,2010-01-14 20:42:37,8
409,6,2011-08-30 16:59:38,8
410,6,2010-11-23 23:08:12,8
411,6,2010-12-10 22:25:46,8
413,6,2011-10-14 00:02:38,8
413,6,2011-10-14 00:02:41,6
415,6,2012-03-22 00:23:54,8
415,6,2012-03-22 00:23:55,6
416,6,2010-08-06 23:26:20,8
417,6,2012-04-16 20:36:10,9
418,6,2012-05-07 18:24:38,8
419,6,2010-07-13 23:01:37,8
420,6,2010-09-15 23:51:07,8
422,6,2011-01-10 17:16:46,8
423,6,2010-09-27 23:22:43,8
424,6,2012-06-18 18:10:31,8
424,6,2012-06-18 18:10:31,6
425,6,2012-05-16 18:59:40,9
426,6,2011-04-14 16:42:53,8
427,6,2012-08-03 15:20:40,8
428,6,2010-10-12 17:59:33,8
429,6,2011-06-23 22:56:12,8
430,6,2010-02-16 20:00:27,8
431,6,2012-02-03 17:29:08,8
432,6,2011-10-06 15:58:26,8
434,6,2012-04-23 23:30:23,8
436,6,2012-06-19 21:18:30,8
436,6,2012-06-19 21:18:31,6
437,6,2011-11-17 20:36:55,9
439,6,2012-02-15 19:07:50,8
440,6,2011-06-08 16:50:52,8
442,6,2011-02-19 02:55:57,8
443,6,2011-03-10 23:21:58,8
444,6,2012-07-25 20:52:04,8
445,6,2011-05-16 21:04:16,8
448,6,2012-06-29 21:27:09,9
449,6,2011-03-10 22:21:03,8
450,6,2010-10-08 16:44:11,8
451,6,2011-07-13 20:29:32,8
452,6,2010-12-07 01:31:43,8
453,6,2012-05-25 20:31:15,8
453,6,2012-05-25 20:31:15,6
454,6,2011-11-09 01:20:00,8
455,6,2010-07-21 16:23:11,8
457,6,2011-12-08 02:02:54,8
458,6,2012-08-28 18:19:09,8
459,6,2011-10-18 23:36:27,8
460,6,2011-02-28 21:01:29,8
461,6,2012-04-16 16:48:18,9
462,6,2012-06-01 20:07:34,4
463,6,2011-12-14 01:45:19,8
463,6,2011-12-14 01:45:20,6
464,6,2011-10-14 16:03:04,8
464,6,2011-10-14 16:03:04,6
465,6,2011-07-05 20:14:52,8
466,6,2012-06-18 18:34:55,8
468,6,2011-02-17 18:18:39,8
469,6,2010-05-03 20:15:12,8
471,6,2011-06-03 21:21:36,8
472,6,2012-08-27 23:52:11,8
473,6,2011-02-28 18:40:39,8
475,6,2011-04-14 21:56:33,8
476,6,2011-04-07 23:41:49,8
477,6,2012-01-04 18:17:14,8
478,6,2012-10-12 16:57:20,9
479,6,2012-05-16 15:06:18,1
481,6,2011-09-02 15:18:38,8
482,6,2012-07-30 16:24:22,1
482,6,2012-07-30 16:24:22,6
483,6,2012-08-09 21:29:31,8
485,6,2011-07-04 18:43:18,8
486,6,2011-09-26 20:57:39,8
488,6,2011-09-27 23:12:04,8
489,6,2011-03-25 18:19:15,8
490,6,2011-07-12 16:16:03,8
491,6,2012-05-14 22:53:25,9
492,6,2012-05-31 21:28:36,8
493,6,2011-12-29 17:36:13,8
494,6,2011-03-30 21:13:43,8
495,6,2012-07-20 22:06:41,8
497,6,2012-08-09 21:58:25,8
498,6,2012-10-02 22:25:04,8
498,6,2012-10-02 22:25:04,6
499,6,2011-01-31 17:58:40,8
500,6,2011-03-23 00:41:22,8
501,6,2012-06-06 23:16:24,8
502,6,2012-10-26 18:32:20,8
503,6,2012-10-19 17:02:02,4
505,6,2012-02-02 00:22:25,8
508,6,2012-03-12 19:34:52,9
509,6,2010-10-04 16:50:02,8
510,6,2012-08-27 16:28:28,9
511,6,2012-05-03 18:11:09,8
512,6,2011-10-17 23:21:14,9
513,6,2011-04-04 16:35:45,8
514,6,2011-12-30 18:04:14,8
514,6,2011-12-30 18:04:15,6
515,6,2011-10-20 23:46:08,8
516,6,2011-09-15 18:43:36,9
517,6,2011-03-18 19:58:27,8
518,6,2011-04-05 21:04:16,8
518,6,2011-04-22 17:11:36,8
519,6,2012-06-08 16:40:26,8
520,6,2012-10-17 19:41:09,8
520,6,2012-10-17 19:41:10,6
521,6,2012-01-10 23:59:48,8
522,6,2011-12-12 18:34:29,9
524,6,2012-01-03 18:17:57,8
526,6,2012-03-20 19:54:02,9
528,6,2012-06-26 16:43:45,8
531,6,2011-12-12 23:49:16,8
533,6,2012-08-07 23:52:51,8
534,6,2011-04-19 15:40:58,8
535,6,2011-12-13 23:22:01,8
536,6,2011-04-16 00:10:51,8
537,6,2012-06-26 18:29:03,9
538,6,2012-02-09 00:37:34,8
539,6,2011-05-19 18:51:17,8
540,6,2010-09-08 17:24:25,8
541,6,2012-05-15 16:29:12,8
542,6,2011-09-27 18:16:11,8
543,6,2011-12-05 17:10:24,8
544,6,2012-01-11 23:21:45,8
545,6,2012-03-01 00:50:29,8
546,6,2011-12-02 20:23:36,8
547,6,2010-08-10 20:42:18,8
548,6,2011-05-24 17:29:19,9
549,6,2012-02-29 20:19:14,8
550,6,2011-08-26 15:26:10,1
551,6,2012-08-03 00:07:16,9
552,6,2012-06-05 15:36:27,8
555,6,2010-12-30 22:37:37,8
556,6,2012-07-05 17:44:30,1
560,6,2010-05-20 15:50:14,8
561,6,2012-06-01 18:40:39,8
562,6,2010-12-21 18:11:52,8
563,6,2011-05-19 21:13:15,8
564,6,2011-06-17 16:50:28,8
565,6,2012-07-18 23:44:22,9
567,6,2011-07-29 21:12:05,8
568,6,2011-08-24 23:44:28,8
569,6,2011-07-07 16:33:49,8
570,6,2012-05-29 23:20:39,8
571,6,2011-06-21 17:45:58,8
572,6,2010-05-28 22:57:12,8
572,6,2010-05-31 16:57:56,8
573,6,2012-07-31 18:05:46,9
574,6,2011-12-14 18:48:59,8
576,6,2010-12-03 02:44:15,8
576,6,2010-12-03 02:44:15,6
577,6,2011-05-17 15:14:04,8
578,6,2011-09-26 15:42:40,1
579,6,2011-02-15 22:53:29,8
580,6,2011-04-22 16:04:16,8
581,6,2012-07-03 18:21:23,9
582,6,2010-12-14 19:40:45,8
582,6,2011-01-05 01:35:10,8
583,6,2012-06-07 22:54:06,8
584,6,2011-03-25 23:51:20,8
585,6,2010-09-09 20:33:50,8
586,6,2012-08-03 21:19:10,8
587,6,2010-04-29 22:26:41,8
588,6,2010-02-19 17:23:45,8
589,6,2012-07-24 23:24:35,8
590,6,2010-12-16 01:33:13,8
591,6,2010-05-12 22:39:13,8
592,6,2012-02-01 02:03:03,8
596,6,2012-01-17 00:39:17,8
597,6,2011-04-08 21:41:15,8
598,6,2011-06-23 23:13:17,8
599,6,2010-03-08 23:00:16,8
600,6,2012-07-11 17:10:08,8
601,6,2011-01-18 20:01:45,8
602,6,2012-05-31 20:46:09,9
604,6,2011-10-18 15:27:07,1
605,6,2011-04-04 22:28:46,8
607,6,2011-06-17 21:20:01,8
608,6,2011-01-10 17:29:39,8
609,6,2010-04-20 16:27:07,8
610,6,2010-09-09 18:12:29,8
611,6,2010-12-31 18:42:08,8
612,6,2010-04-29 21:39:49,8
613,6,2012-07-30 16:09:30,8
614,6,2012-07-18 16:23:38,8
615,6,2011-09-13 15:50:31,8
616,6,2010-04-14 22:51:34,8
617,6,2010-11-17 18:05:25,8
618,6,2012-01-31 01:26:10,8
619,6,2011-04-22 15:57:10,8
620,6,2012-01-12 17:42:41,8
621,6,2012-06-25 15:53:25,8
622,6,2012-11-06 01:41:28,2
623,6,2011-11-25 20:37:22,9
623,6,2011-11-25 20:37:25,6
625,6,2010-04-22 22:28:57,8
627,6,2012-07-10 19:16:10,8
628,6,2011-02-18 18:14:21,8
629,6,2012-02-15 20:16:08,1
632,6,2010-07-29 23:27:41,8
633,6,2012-06-01 15:55:25,8
634,6,2012-03-23 17:35:03,8
635,6,2011-06-29 19:13:58,8
636,6,2011-04-20 17:32:52,8
637,6,2011-09-29 18:05:34,8
640,6,2010-11-12 22:52:18,8
641,6,2012-05-31 20:47:04,8
642,6,2010-10-22 15:33:43,8
643,6,2012-01-26 23:37:16,8
644,6,2012-02-15 01:38:48,8
646,6,2011-03-23 18:32:35,8
647,6,2011-03-01 18:39:56,8
648,6,2012-01-19 01:41:22,8
649,6,2011-05-10 16:29:58,8
650,6,2012-06-29 16:14:35,8
651,6,2010-04-21 17:43:37,8
652,6,2012-07-31 21:02:18,8
653,6,2012-07-10 15:46:40,1
654,6,2012-06-14 23:17:01,8
655,6,2011-08-31 18:47:39,8
657,6,2012-02-23 23:58:27,8
658,6,2011-03-28 17:21:11,8
659,6,2011-05-19 18:52:30,8
660,6,2012-02-27 18:19:36,8
661,6,2010-09-17 17:49:39,8
662,6,2010-09-22 23:21:30,8
663,6,2010-04-14 16:31:36,8
665,6,2010-09-03 20:11:02,8
666,6,2011-12-20 19:14:46,9
667,6,2011-03-10 01:47:31,8
668,6,2011-09-23 17:55:01,8
669,6,2012-05-02 18:01:58,8
670,6,2012-05-23 18:05:01,8
671,6,2011-07-05 22:55:15,8
672,6,2011-02-10 18:17:37,8
673,6,2011-11-29 00:05:51,8
674,6,2012-02-07 17:15:11,8
675,6,2011-05-16 15:57:25,8
677,6,2011-12-29 22:43:25,8
678,6,2011-07-20 17:06:53,8
680,6,2012-05-04 00:20:08,8
681,6,2012-01-30 22:23:42,8
682,6,2012-04-04 16:11:46,8
683,6,2012-07-04 22:54:55,8
684,6,2012-06-19 18:42:18,8
686,6,2012-07-20 23:10:14,8
687,6,2011-11-15 18:10:16,8
688,6,2011-07-01 21:11:32,8
689,6,2010-07-26 16:59:39,8
690,6,2010-09-28 17:24:28,8
692,6,2011-04-06 16:02:11,8
693,6,2012-03-29 18:29:10,8
694,6,2010-04-26 16:31:36,8
695,6,2012-04-20 18:11:40,8
697,6,2011-07-15 20:18:21,8
698,6,2012-03-14 22:26:29,8
698,6,2012-03-14 22:26:29,6
699,6,2011-03-12 00:42:12,8
700,6,2012-07-23 18:15:27,1
700,6,2012-07-23 18:20:33,6
702,6,2010-05-29 00:35:02,8
703,6,2010-06-14 21:01:35,8
704,6,2012-07-20 17:59:43,8
705,6,2012-04-06 23:16:02,1
706,6,2012-04-26 16:27:23,8
707,6,2010-03-10 01:17:19,8
709,6,2010-03-16 19:53:29,8
709,6,2010-03-24 17:23:18,6
710,6,2010-04-20 22:19:45,8
711,6,2011-05-16 18:28:31,8
712,6,2011-08-24 22:23:14,9
713,6,2010-11-06 02:07:01,8
714,6,2011-10-20 22:49:24,8
715,6,2010-08-30 21:31:33,8
716,6,2012-03-22 20:09:33,8
716,6,2012-03-22 20:09:34,6
717,6,2012-05-03 18:35:42,8
718,6,2011-12-06 20:20:18,8
719,6,2011-09-19 20:07:26,8
720,6,2011-11-21 22:44:53,8
721,6,2012-05-08 21:59:59,8
722,6,2012-04-30 20:03:28,8
723,6,2011-12-20 20:43:09,8
724,6,2011-12-01 17:56:02,8
725,6,2011-01-13 22:45:11,8
726,6,2011-10-12 23:22:23,8
727,6,2010-07-28 18:06:33,8
727,6,2010-08-23 21:28:52,8
729,6,2011-06-10 21:56:43,8
730,6,2011-06-09 23:24:36,8
731,6,2012-02-08 18:04:47,8
733,6,2012-02-08 23:25:08,8
734,6,2010-08-03 20:23:10,8
735,6,2010-08-04 21:21:00,8
736,6,2012-01-17 20:55:34,8
737,6,2011-09-30 00:34:20,8
738,6,2012-04-27 16:32:07,8
739,6,2011-09-28 23:53:27,8
740,6,2011-05-26 17:28:15,8
741,6,2012-07-31 17:29:21,8
742,6,2011-11-18 00:43:26,1
743,6,2012-01-13 18:50:13,8
743,6,2012-01-13 18:50:13,6
744,6,2011-09-22 20:34:45,9
745,6,2012-01-04 19:47:56,8
746,6,2012-01-31 01:03:09,8
748,6,2011-06-21 23:35:58,8
749,6,2012-05-31 15:50:25,9
749,6,2012-05-31 15:50:27,6
750,6,2011-01-21 23:23:23,8
751,6,2011-06-28 21:34:37,8
752,6,2012-05-11 23:42:41,8
753,6,2011-11-23 22:13:50,8
754,6,2012-01-11 23:45:19,8
755,6,2012-08-07 22:57:14,8
756,6,2012-01-18 18:31:15,8
758,6,2011-12-02 22:31:44,9
759,6,2010-09-13 21:43:40,8
760,6,2012-01-27 19:16:12,8
761,6,2011-08-29 18:17:20,8
762,6,2011-11-16 18:25:50,8
763,6,2011-10-10 16:43:13,8
764,6,2011-11-24 23:23:50,8
765,6,2010-02-25 02:09:08,8
766,6,2012-02-28 19:24:47,8
767,6,2012-02-27 18:17:35,8
768,6,2012-08-02 20:11:08,9
769,6,2012-10-17 16:16:18,8
770,6,2012-02-13 17:59:31,9
771,6,2010-09-06 17:02:43,8
772,6,2012-03-24 01:02:36,8
773,6,2012-06-26 17:03:05,8
774,6,2010-10-15 14:54:51,8
776,6,2012-06-06 16:51:59,8
777,6,2012-03-10 00:38:51,1
778,6,2012-01-16 22:58:08,8
779,6,2010-11-23 20:32:51,8
781,6,2010-10-07 21:54:11,8
781,6,2010-11-18 23:29:38,8
781,6,2010-11-18 23:29:38,6
783,6,2012-07-10 17:04:54,8
784,6,2011-09-01 22:25:19,8
784,6,2011-09-01 22:25:19,6
785,6,2012-04-05 15:48:31,8
786,6,2010-11-30 23:41:44,8
787,6,2012-07-20 22:19:15,8
788,6,2012-07-27 21:09:34,9
789,6,2011-03-29 23:45:33,8
790,6,2012-03-28 18:55:14,9
791,6,2010-02-19 19:43:47,8
792,6,2010-07-26 22:24:29,8
793,6,2010-07-13 21:07:59,8
794,6,2012-03-07 18:15:49,8
795,6,2012-03-12 17:50:00,8
795,6,2012-03-12 17:50:01,6
796,6,2012-05-10 21:13:39,9
797,6,2011-06-07 21:24:45,8
798,6,2010-09-15 18:32:23,8
799,6,2012-04-30 15:20:58,9
800,6,2010-04-16 23:02:04,8
801,6,2010-11-11 19:05:27,8
802,6,2011-03-08 18:37:41,8
803,6,2011-01-14 01:32:32,8
804,6,2010-05-13 00:11:56,8
806,6,2012-03-19 17:29:33,9
808,6,2010-04-09 23:16:50,8
810,6,2011-10-13 20:49:59,8
811,6,2012-07-27 21:05:46,1
811,6,2012-07-27 21:05:46,6
812,6,2011-04-27 20:47:57,8
813,6,2012-02-24 23:42:24,8
814,6,2010-05-17 23:39:10,8
815,6,2010-09-22 23:27:30,8
816,6,2011-11-01 01:41:48,9
817,6,2012-04-12 23:00:28,9
818,6,2011-04-26 16:30:12,8
819,6,2012-06-12 18:43:27,8
820,6,2011-06-14 20:52:51,8
822,6,2011-03-24 23:01:26,8
823,6,2011-08-11 18:30:07,9
827,6,2011-11-18 18:10:41,9
828,6,2011-04-08 22:54:52,8
828,6,2011-04-26 18:24:52,8
